old_pkg	old_lib	new_dir	new_pkg	new_lib
backend-utils-cache-typcache	backend_utils_cache_typcache	backend/utils/cache/cache_typcache	cache_typcache	cache_typcache
backend-utils-cache-typcache-seams	backend_utils_cache_typcache_seams	backend/utils/cache/typcache_seams	typcache_seams	typcache_seams
backend-utils-error	backend_utils_error	backend/utils/utils_error	utils_error	utils_error
backend-utils-error-elog-seams	backend_utils_error_elog_seams	backend/utils/error/elog_seams	elog_seams	elog_seams
backend-utils-error-fgram	backend_utils_error	backend/utils/error/error_fgram	error_fgram	error_fgram
backend-utils-error-seams	backend_utils_error_seams	backend/utils/error/error_seams	error_seams	error_seams
backend-utils-error-small	backend_utils_error_small	backend/utils/error/error_small	error_small	error_small
backend-utils-error-small-seams	backend_utils_error_small_seams	backend/utils/error/error_small_seams	error_small_seams	error_small_seams
backend-utils-fmgr-core	backend_utils_fmgr_core	backend/utils/fmgr/fmgr_core	fmgr_core	fmgr_core
backend-utils-fmgr-dfmgr	backend_utils_fmgr_dfmgr	backend/utils/fmgr/fmgr_dfmgr	fmgr_dfmgr	fmgr_dfmgr
backend-utils-fmgr-dfmgr-seams	backend_utils_fmgr_dfmgr_seams	backend/utils/fmgr/dfmgr_seams	dfmgr_seams	dfmgr_seams
backend-utils-fmgr-fmgr-seams	backend_utils_fmgr_fmgr_seams	backend/utils/fmgr/fmgr_seams	fmgr_seams	fmgr_seams
backend-utils-fmgr-funcapi	backend_utils_fmgr_funcapi	backend/utils/fmgr/funcapi	funcapi	funcapi
backend-utils-fmgr-funcapi-seams	backend_utils_fmgr_funcapi_seams	backend/utils/fmgr/funcapi_seams	funcapi_seams	funcapi_seams
backend-utils-fmgr-support-seams	backend_utils_fmgr_support_seams	backend/utils/fmgr/fmgr_support_seams	fmgr_support_seams	fmgr_support_seams
backend-utils-hash-dynahash	backend_utils_hash_dynahash	backend/utils/hash/dynahash	dynahash	dynahash
backend-utils-hash-dynahash-seams	backend_utils_hash_dynahash_seams	backend/utils/hash/dynahash_seams	dynahash_seams	dynahash_seams
backend-utils-hash-pg-crc	backend_utils_hash_pg_crc	backend/utils/hash/pg_crc	pg_crc	pg_crc
backend-utils-hash-small-seams	backend_utils_hash_small_seams	backend/utils/hash/hash_small_seams	hash_small_seams	hash_small_seams
backend-utils-init-miscinit	backend_utils_init_miscinit	backend/utils/init/miscinit	miscinit	miscinit
backend-utils-init-miscinit-seams	backend_utils_init_miscinit_seams	backend/utils/init/miscinit_seams	miscinit_seams	miscinit_seams
backend-utils-init-postinit	backend_utils_init_postinit	backend/utils/init/postinit	postinit	postinit
backend-utils-init-postinit-seams	backend_utils_init_postinit_seams	backend/utils/init/postinit_seams	postinit_seams	postinit_seams
backend-utils-init-small	backend_utils_init_small	backend/utils/init/init_small	init_small	init_small
backend-utils-init-small-seams	backend_utils_init_small_seams	backend/utils/init/init_small_seams	init_small_seams	init_small_seams
backend-utils-mb-conv-string-helpers	backend_utils_mb_conv_string_helpers	backend/utils/mb/conv_string_helpers	conv_string_helpers	conv_string_helpers
backend-utils-mb-fgram	backend_utils_mb	backend/utils/mb/mb_fgram	mb_fgram	mb_fgram
backend-utils-mb-mbutils	backend_utils_mb_mbutils	backend/utils/mb/mbutils	mbutils	mbutils
backend-utils-mb-mbutils-seams	backend_utils_mb_mbutils_seams	backend/utils/mb/mbutils_seams	mbutils_seams	mbutils_seams
backend-utils-mb-wstrcmp	backend_utils_mb_wstrcmp	backend/utils/mb/wstrcmp	wstrcmp	wstrcmp
backend-utils-mb-wstrncmp	backend_utils_mb_wstrncmp	backend/utils/mb/wstrncmp	wstrncmp	wstrncmp
backend-utils-misc-backendstate-pc-seams	backend_utils_misc_backendstate_pc_seams	backend/utils/misc/backendstate_pc_seams	backendstate_pc_seams	backendstate_pc_seams
backend-utils-misc-clean-seams	backend_utils_misc_clean_seams	backend/utils/misc/clean_seams	clean_seams	clean_seams
backend-utils-misc-conffiles-seams	backend_utils_misc_conffiles_seams	backend/utils/misc/conffiles_seams	conffiles_seams	conffiles_seams
backend-utils-misc-guc	backend_utils_misc_guc	backend/utils/misc/misc_guc	misc_guc	misc_guc
backend-utils-misc-guc-file	backend_utils_misc_guc_file	backend/utils/misc/guc_file	guc_file	guc_file
backend-utils-misc-guc-file-seams	backend_utils_misc_guc_file_seams	backend/utils/misc/guc_file_seams	guc_file_seams	guc_file_seams
backend-utils-misc-guc-funcs	backend_utils_misc_guc_funcs	backend/utils/misc/guc_funcs	guc_funcs	guc_funcs
backend-utils-misc-guc-funcs-seams	backend_utils_misc_guc_funcs_seams	backend/utils/misc/guc_funcs_seams	guc_funcs_seams	guc_funcs_seams
backend-utils-misc-guc-seams	backend_utils_misc_guc_seams	backend/utils/misc/guc_seams	guc_seams	guc_seams
backend-utils-misc-guc-tables	backend_utils_misc_guc_tables	backend/utils/misc/guc_tables	guc_tables	guc_tables
backend-utils-misc-guc-tables-seams	backend_utils_misc_guc_tables_seams	backend/utils/misc/guc_tables_seams	guc_tables_seams	guc_tables_seams
backend-utils-misc-help-config	backend_utils_misc_help_config	backend/utils/misc/help_config	help_config	help_config
backend-utils-misc-more	backend_utils_misc_more	backend/utils/misc/more	more	more
backend-utils-misc-more-seams	backend_utils_misc_more_seams	backend/utils/misc/more_seams	more_seams	more_seams
backend-utils-misc-more2-seams	backend_utils_misc_more2_seams	backend/utils/misc/more2_seams	more2_seams	more2_seams
backend-utils-misc-pg-rusage	backend_utils_misc_pg_rusage	backend/utils/misc/pg_rusage	pg_rusage	pg_rusage
backend-utils-misc-ps-status-seams	backend_utils_misc_ps_status_seams	backend/utils/misc/ps_status_seams	ps_status_seams	ps_status_seams
backend-utils-misc-queryenvironment	backend_utils_misc_queryenvironment	backend/utils/misc/queryenvironment	queryenvironment	queryenvironment
backend-utils-misc-queryenvironment-home	backend_utils_misc_queryenvironment_home	backend/utils/misc/queryenvironment_home	queryenvironment_home	queryenvironment_home
backend-utils-misc-sampling	backend_utils_misc_sampling	backend/utils/misc/sampling	sampling	sampling
backend-utils-misc-stack-depth	backend_utils_misc_stack_depth	backend/utils/misc/stack_depth	stack_depth	stack_depth
backend-utils-misc-stack-depth-seams	backend_utils_misc_stack_depth_seams	backend/utils/misc/stack_depth_seams	stack_depth_seams	stack_depth_seams
backend-utils-misc-superuser-seams	backend_utils_misc_superuser_seams	backend/utils/misc/superuser_seams	superuser_seams	superuser_seams
backend-utils-misc-timeout	backend_utils_misc_timeout	backend/utils/misc/misc_timeout	misc_timeout	misc_timeout
backend-utils-misc-timeout-seams	backend_utils_misc_timeout_seams	backend/utils/misc/timeout_seams	timeout_seams	timeout_seams
backend-utils-mmgr-dsa	backend_utils_mmgr_dsa	backend/utils/mmgr/mmgr_dsa	mmgr_dsa	mmgr_dsa
backend-utils-mmgr-dsa-seams	backend_utils_mmgr_dsa_seams	backend/utils/mmgr/dsa_seams	dsa_seams	dsa_seams
backend-utils-mmgr-fgram	backend_utils_mmgr	backend/utils/mmgr/mmgr_fgram	mmgr_fgram	mmgr_fgram
backend-utils-mmgr-freepage	backend_utils_mmgr_freepage	backend/utils/mmgr/mmgr_freepage	mmgr_freepage	mmgr_freepage
backend-utils-mmgr-freepage-seams	backend_utils_mmgr_freepage_seams	backend/utils/mmgr/freepage_seams	freepage_seams	freepage_seams
backend-utils-mmgr-mcxt-seams	backend_utils_mmgr_mcxt_seams	backend/utils/mmgr/mcxt_seams	mcxt_seams	mcxt_seams
backend-utils-mmgr-portalmem	backend_utils_mmgr_portalmem	backend/utils/mmgr/portalmem	portalmem	portalmem
backend-utils-mmgr-portalmem-seams	backend_utils_mmgr_portalmem_seams	backend/utils/mmgr/portalmem_seams	portalmem_seams	portalmem_seams
backend-utils-resowner-all-seams	backend_utils_resowner_all_seams	backend/utils/resowner/all_seams	all_seams	all_seams
backend-utils-resowner-pc-seams	backend_utils_resowner_pc_seams	backend/utils/resowner/pc_seams	pc_seams	pc_seams
backend-utils-resowner-resowner	backend_utils_resowner_resowner	backend/utils/resowner/resowner_resowner	resowner_resowner	resowner_resowner
backend-utils-resowner-resowner-seams	backend_utils_resowner_resowner_seams	backend/utils/resowner/resowner_seams	resowner_seams	resowner_seams
backend-utils-resowner-seams	backend_utils_resowner_seams	backend/utils/resowner/resowner_seams_2	resowner_seams_2	resowner_seams_2
backend-utils-sort-small	backend_utils_sort_small	backend/utils/sort/sort_small	sort_small	sort_small
backend-utils-sort-sortsupport	backend_utils_sort_sortsupport	backend/utils/sort/sort_sortsupport	sort_sortsupport	sort_sortsupport
backend-utils-sort-sortsupport-seams	backend_utils_sort_sortsupport_seams	backend/utils/sort/sortsupport_seams	sortsupport_seams	sortsupport_seams
backend-utils-sort-storage	backend_utils_sort_storage	backend/utils/sort/sort_storage	sort_storage	sort_storage
backend-utils-sort-storage-seams	backend_utils_sort_storage_seams	backend/utils/sort/sort_storage_seams	sort_storage_seams	sort_storage_seams
backend-utils-sort-tuplesort	backend_utils_sort_tuplesort	backend/utils/sort/tuplesort	tuplesort	tuplesort
backend-utils-sort-tuplesort-seams	backend_utils_sort_tuplesort_seams	backend/utils/sort/tuplesort_seams	tuplesort_seams	tuplesort_seams
backend-utils-sort-tuplestore-hold-seams	backend_utils_sort_tuplestore_hold_seams	backend/utils/sort/tuplestore_hold_seams	tuplestore_hold_seams	tuplestore_hold_seams
backend-utils-time-combocid	backend_utils_time_combocid	backend/utils/time/combocid	combocid	combocid
backend-utils-time-combocid-seams	backend_utils_time_combocid_seams	backend/utils/time/combocid_seams	combocid_seams	combocid_seams
backend-utils-time-snapmgr	backend_utils_time_snapmgr	backend/utils/time/snapmgr	snapmgr	snapmgr
backend-utils-time-snapmgr-pc-seams	backend_utils_time_snapmgr_pc_seams	backend/utils/time/snapmgr_pc_seams	snapmgr_pc_seams	snapmgr_pc_seams
backend-utils-time-snapmgr-seams	backend_utils_time_snapmgr_seams	backend/utils/time/snapmgr_seams	snapmgr_seams	snapmgr_seams
common-archive-seams	common_archive_seams	common/archive_seams	archive_seams	archive_seams
common-blkreftable	common_blkreftable	common/common_blkreftable	common_blkreftable	common_blkreftable
common-blkreftable-seams	common_blkreftable_seams	common/blkreftable_seams	blkreftable_seams	blkreftable_seams
common-checksum-helper	common_checksum_helper	common/checksum_helper	checksum_helper	checksum_helper
common-compression-seams	common_compression_seams	common/compression_seams	compression_seams	compression_seams
common-config-info-seams	common_config_info_seams	common/config_info_seams	config_info_seams	config_info_seams
common-controldata-utils	common_controldata_utils	common/controldata_utils	controldata_utils	controldata_utils
common-controldata-utils-seams	common_controldata_utils_seams	common/controldata_utils_seams	controldata_utils_seams	controldata_utils_seams
common-cryptohash	common_cryptohash	common/cryptohash	cryptohash	cryptohash
common-cryptohash-seams	common_cryptohash_seams	common/cryptohash_seams	cryptohash_seams	cryptohash_seams
common-encnames-seams	common_encnames_seams	common/encnames_seams	encnames_seams	encnames_seams
common-extra-encnames-fgram	common_extra_encnames	common/extra_encnames_fgram	extra_encnames_fgram	extra_encnames_fgram
common-hashfn	common_hashfn	common/hashfn	hashfn	hashfn
common-hashfn-seams	common_hashfn_seams	common/hashfn_seams	hashfn_seams	hashfn_seams
common-ip	common_ip	common/ip	ip	ip
common-ip-seams	common_ip_seams	common/ip_seams	ip_seams	ip_seams
common-jsonapi	common_jsonapi	common/jsonapi	jsonapi	jsonapi
common-jsonapi-seams	common_jsonapi_seams	common/jsonapi_seams	jsonapi_seams	jsonapi_seams
common-keywords	common_keywords	common/keywords	keywords	keywords
common-keywords-fgram	common_keywords	common/keywords_fgram	keywords_fgram	keywords_fgram
common-md5	common_md5	common/md5	md5	md5
common-parse-manifest-seams	common_parse_manifest_seams	common/parse_manifest_seams	parse_manifest_seams	parse_manifest_seams
common-path-seams	common_path_seams	common/common_path_seams	common_path_seams	common_path_seams
common-percentrepl	common_percentrepl	common/percentrepl	percentrepl	percentrepl
common-pgcheckdir-seams	common_pgcheckdir_seams	common/pgcheckdir_seams	pgcheckdir_seams	pgcheckdir_seams
common-pglz	common_pglz	common/pglz	pglz	pglz
common-pglz-seams	common_pglz_seams	common/pglz_seams	pglz_seams	pglz_seams
common-prng-base64	common_prng_base64	common/prng_base64	prng_base64	prng_base64
common-relpath-seams	common_relpath_seams	common/common_relpath_seams	common_relpath_seams	common_relpath_seams
common-ryu	common_ryu	common/ryu	ryu	ryu
common-saslprep	common_saslprep	common/saslprep	saslprep	saslprep
common-scram-common	common_scram_common	common/scram_common	scram_common	scram_common
common-sha2	common_sha2	common/sha2	sha2	sha2
common-string	common_string	common/string	string	string
common-string-seams	common_string_seams	common/string_seams	string_seams	string_seams
common-unicode-case	common_unicode_case	common/unicode_case	unicode_case	unicode_case
common-unicode-category	common_unicode_category	common/unicode_category	unicode_category	unicode_category
common-unicode-category-seams	common_unicode_category_seams	common/unicode_category_seams	unicode_category_seams	unicode_category_seams
common-unicode-norm-bitfields	common_unicode_norm_bitfields	common/unicode_norm_bitfields	unicode_norm_bitfields	unicode_norm_bitfields
common-username-seams	common_username_seams	common/username_seams	username_seams	username_seams
common-variant-frontshlib-pgfnames-rmtree	common_variant_frontshlib_pgfnames_rmtree	common/variant_frontshlib_pgfnames_rmtree	variant_frontshlib_pgfnames_rmtree	variant_frontshlib_pgfnames_rmtree
common-wait-error-seams	common_wait_error_seams	common/wait_error_seams	wait_error_seams	wait_error_seams
common-wchar	common_wchar	common/common_wchar	common_wchar	common_wchar
common-wchar-fgram	common_wchar	common/wchar_fgram	wchar_fgram	wchar_fgram
contrib-amcheck-verify-common	contrib_amcheck_verify_common	contrib/amcheck/verify_common	verify_common	verify_common
contrib-amcheck-verify-heapam	contrib_amcheck_verify_heapam	contrib/amcheck/verify_heapam	verify_heapam	verify_heapam
contrib-amcheck-verify-nbtree	contrib_amcheck_verify_nbtree	contrib/amcheck/verify_nbtree	verify_nbtree	verify_nbtree
contrib-amcheck-verify-nbtree-seams	contrib_amcheck_verify_nbtree_seams	contrib/amcheck/verify_nbtree_seams	verify_nbtree_seams	verify_nbtree_seams
contrib-earthdistance	contrib_earthdistance	contrib/earthdistance	earthdistance	earthdistance
contrib-pg-prewarm	contrib_pg_prewarm	contrib/pg_prewarm	pg_prewarm	pg_prewarm
contrib-pg-stat-statements	contrib_pg_stat_statements	contrib/pg_stat_statements	pg_stat_statements	pg_stat_statements
contrib-test-decoding	contrib_test_decoding	contrib/test_decoding	test_decoding	test_decoding
interfaces-libpq-fe	interfaces_libpq_fe	interfaces/libpq/fe	fe	fe
interfaces-libpq-fe-seams	interfaces_libpq_fe_seams	interfaces/libpq/fe_seams	fe_seams	fe_seams
interfaces-libpq-legacy-pqsignal	interfaces_libpq_legacy_pqsignal	interfaces/libpq/legacy_pqsignal	legacy_pqsignal	legacy_pqsignal
mcx	mcx	_support/mcx	mcx	mcx
no-todo-guard	no_todo_guard	_support/todo_guard	todo_guard	todo_guard
pg-prng	pg_prng	_support/pg/prng	prng	prng
pg-prng-seams	pg_prng_seams	_support/pg/prng_seams	prng_seams	prng_seams
pg-rusage-seams	pg_rusage_seams	_support/pg/rusage_seams	rusage_seams	rusage_seams
pgrust-gram-c2rust-fgram	pgrust_gram_c2rust	_support/pgrust/gram_c2rust_fgram	gram_c2rust_fgram	gram_c2rust_fgram
pgrust-pg-ffi-fgram	pgrust_pg_ffi	_support/pgrust/pg_ffi_fgram	pg_ffi_fgram	pg_ffi_fgram
pgrust-trace	pgrust_trace	_support/pgrust/trace	trace	trace
port-crc32c	port_crc32c	port/crc32c	crc32c	crc32c
port-crc32c-seams	port_crc32c_seams	port/crc32c_seams	crc32c_seams	crc32c_seams
port-dynloader	port_dynloader	port/dynloader	dynloader	dynloader
port-dynloader-seams	port_dynloader_seams	port/dynloader_seams	dynloader_seams	dynloader_seams
port-noblock	port_noblock	port/noblock	noblock	noblock
port-noblock-seams	port_noblock_seams	port/noblock_seams	noblock_seams	noblock_seams
port-path-seams	port_path_seams	port/port_path_seams	port_path_seams	port_path_seams
port-pg-crc32c-seams	port_pg_crc32c_seams	port/pg_crc32c_seams	pg_crc32c_seams	pg_crc32c_seams
port-pg-numa	port_pg_numa	port/pg_numa	pg_numa	pg_numa
port-pg-numa-seams	port_pg_numa_seams	port/pg_numa_seams	pg_numa_seams	pg_numa_seams
port-pg-strong-random	port_pg_strong_random	port/pg_strong_random	pg_strong_random	pg_strong_random
port-pg-strong-random-seams	port_pg_strong_random_seams	port/pg_strong_random_seams	pg_strong_random_seams	pg_strong_random_seams
port-pgsleep	port_pgsleep	port/pgsleep	pgsleep	pgsleep
port-pgsleep-seams	port_pgsleep_seams	port/pgsleep_seams	pgsleep_seams	pgsleep_seams
port-pgstrcasecmp	port_pgstrcasecmp	port/pgstrcasecmp	pgstrcasecmp	pgstrcasecmp
port-pqsignal	port_pqsignal	port/port_pqsignal	port_pqsignal	port_pqsignal
port-pqsignal-seams	port_pqsignal_seams	port/port_pqsignal_seams	port_pqsignal_seams	port_pqsignal_seams
port-snprintf	port_snprintf	port/snprintf	snprintf	snprintf
portability-instr-time	portability_instr_time	_support/portability/instr_time	instr_time	instr_time
probe-adt-scalar-bool	probe_adt_scalar_bool	_support/probe/adt_scalar_bool	adt_scalar_bool	adt_scalar_bool
seam-core	seam_core	_support/seam/seam_core	seam_core	seam_core
seams-init	seams_init	_support/seam/init	init	init
state-core	state_core	_support/state/state_core	state_core	state_core
state-pgtz	state_pgtz	_support/state/state_pgtz	state_pgtz	state_pgtz
types-acl	types_acl	_support/types/types_acl	types_acl	types_acl
types-adt-misc	types_adt_misc	_support/types/adt_misc	adt_misc	adt_misc
types-amapi	types_amapi	_support/types/types_amapi	types_amapi	types_amapi
types-amvalidate	types_amvalidate	_support/types/types_amvalidate	types_amvalidate	types_amvalidate
types-applyparallel	types_applyparallel	_support/types/applyparallel	applyparallel	applyparallel
types-array	types_array	_support/types/array	array	array
types-async	types_async	_support/types/types_async	types_async	types_async
types-authid	types_authid	_support/types/authid	authid	authid
types-autovacuum	types_autovacuum	_support/types/types_autovacuum	types_autovacuum	types_autovacuum
types-bgworker	types_bgworker	_support/types/types_bgworker	types_bgworker	types_bgworker
types-blkreftable	types_blkreftable	_support/types/types_blkreftable	types_blkreftable	types_blkreftable
types-brin	types_brin	_support/types/brin	brin	brin
types-cache	types_cache	_support/types/cache	cache	cache
types-cash	types_cash	_support/types/types_cash	types_cash	types_cash
types-catalog	types_catalog	_support/types/types_catalog	types_catalog	types_catalog
types-cluster	types_cluster	_support/types/types_cluster	types_cluster	types_cluster
types-compression	types_compression	_support/types/compression	compression	compression
types-condvar	types_condvar	_support/types/condvar	condvar	condvar
types-control	types_control	_support/types/control	control	control
types-copy	types_copy	_support/types/types_copy	types_copy	types_copy
types-core	types_core	_support/types/types_core	types_core	types_core
types-crypto	types_crypto	_support/types/crypto	crypto	crypto
types-datetime	types_datetime	_support/types/types_datetime	types_datetime	types_datetime
types-datum	types_datum	_support/types/datum	datum	datum
types-deadlock	types_deadlock	_support/types/types_deadlock	types_deadlock	types_deadlock
types-dest	types_dest	_support/types/types_dest	types_dest	types_dest
types-dfmgr	types_dfmgr	_support/types/types_dfmgr	types_dfmgr	types_dfmgr
types-dsa	types_dsa	_support/types/types_dsa	types_dsa	types_dsa
types-error	types_error	_support/types/types_error	types_error	types_error
types-evtcache	types_evtcache	_support/types/types_evtcache	types_evtcache	types_evtcache
types-execparallel	types_execparallel	_support/types/execparallel	execparallel	execparallel
types-explain	types_explain	_support/types/types_explain	types_explain	types_explain
types-extensible	types_extensible	_support/types/types_extensible	types_extensible	types_extensible
types-fmgr	types_fmgr	_support/types/fmgr	fmgr	fmgr
types-foreigncmds	types_foreigncmds	_support/types/types_foreigncmds	types_foreigncmds	types_foreigncmds
types-format-type	types_format_type	_support/types/types_format_type	types_format_type	types_format_type
types-freepage	types_freepage	_support/types/types_freepage	types_freepage	types_freepage
types-fsm	types_fsm	_support/types/fsm	fsm	fsm
types-funccache	types_funccache	_support/types/types_funccache	types_funccache	types_funccache
types-gin	types_gin	_support/types/gin	gin	gin
types-gist	types_gist	_support/types/gist	gist	gist
types-guc	types_guc	_support/types/types_guc	types_guc	types_guc
types-hash	types_hash	_support/types/hash	hash	hash
types-json	types_json	_support/types/types_json	types_json	types_json
types-jsonb	types_jsonb	_support/types/types_jsonb	types_jsonb	types_jsonb
types-jsonfuncs	types_jsonfuncs	_support/types/types_jsonfuncs	types_jsonfuncs	types_jsonfuncs
types-jsonpath	types_jsonpath	_support/types/types_jsonpath	types_jsonpath	types_jsonpath
types-libpqwalreceiver	types_libpqwalreceiver	_support/types/types_libpqwalreceiver	types_libpqwalreceiver	types_libpqwalreceiver
types-locale	types_locale	_support/types/locale	locale	locale
types-logical	types_logical	_support/types/types_logical	types_logical	types_logical
types-matview	types_matview	_support/types/types_matview	types_matview	types_matview
types-misc-more2	types_misc_more2	_support/types/misc_more2	misc_more2	misc_more2
types-namespace	types_namespace	_support/types/types_namespace	types_namespace	types_namespace
types-nbtree	types_nbtree	_support/types/types_nbtree	types_nbtree	types_nbtree
types-net	types_net	_support/types/net	net	net
types-network	types_network	_support/types/types_network	types_network	types_network
types-nodes	types_nodes	_support/types/nodes	nodes	nodes
types-numeric	types_numeric	_support/types/types_numeric	types_numeric	types_numeric
types-opclass	types_opclass	_support/types/opclass	opclass	opclass
types-parallel	types_parallel	_support/types/types_parallel	types_parallel	types_parallel
types-parse-manifest	types_parse_manifest	_support/types/parse_manifest	parse_manifest	parse_manifest
types-parsenodes	types_parsenodes	_support/types/parsenodes	parsenodes	parsenodes
types-partition	types_partition	_support/types/types_partition	types_partition	types_partition
types-pathnodes	types_pathnodes	_support/types/pathnodes	pathnodes	pathnodes
types-pgarch	types_pgarch	_support/types/types_pgarch	types_pgarch	types_pgarch
types-pgstat	types_pgstat	_support/types/types_pgstat	types_pgstat	types_pgstat
types-pgtime	types_pgtime	_support/types/pgtime	pgtime	pgtime
types-plancache	types_plancache	_support/types/types_plancache	types_plancache	types_plancache
types-plpgsql	types_plpgsql	_support/types/plpgsql	plpgsql	plpgsql
types-portal	types_portal	_support/types/portal	portal	portal
types-rangetypes	types_rangetypes	_support/types/types_rangetypes	types_rangetypes	types_rangetypes
types-regex	types_regex	_support/types/regex	regex	regex
types-rel	types_rel	_support/types/rel	rel	rel
types-relcache-entry	types_relcache_entry	_support/types/relcache_entry	relcache_entry	relcache_entry
types-reloptions	types_reloptions	_support/types/types_reloptions	types_reloptions	types_reloptions
types-replication	types_replication	_support/types/replication	replication	replication
types-replication-applyparallel	types_replication_applyparallel	_support/types/replication_applyparallel	replication_applyparallel	replication_applyparallel
types-replication-launcher	types_replication_launcher	_support/types/replication_launcher	replication_launcher	replication_launcher
types-replication-slot	types_replication_slot	_support/types/replication_slot_2	replication_slot_2	replication_slot_2
types-resowner	types_resowner	_support/types/types_resowner	types_resowner	types_resowner
types-ri-triggers	types_ri_triggers	_support/types/types_ri_triggers	types_ri_triggers	types_ri_triggers
types-rusage	types_rusage	_support/types/rusage	rusage	rusage
types-samplescan	types_samplescan	_support/types/samplescan	samplescan	samplescan
types-scan	types_scan	_support/types/types_scan	types_scan	types_scan
types-selfuncs	types_selfuncs	_support/types/types_selfuncs	types_selfuncs	types_selfuncs
types-signal	types_signal	_support/types/signal	signal	signal
types-slot	types_slot	_support/types/types_slot	types_slot	types_slot
types-snapshot	types_snapshot	_support/types/snapshot	snapshot	snapshot
types-sortsupport	types_sortsupport	_support/types/types_sortsupport	types_sortsupport	types_sortsupport
types-spgist	types_spgist	_support/types/spgist	spgist	spgist
types-startup	types_startup	_support/types/types_startup	types_startup	types_startup
types-statistics	types_statistics	_support/types/statistics	statistics	statistics
types-storage	types_storage	_support/types/types_storage	types_storage	types_storage
types-stringinfo	types_stringinfo	_support/types/stringinfo	stringinfo	stringinfo
types-syscache	types_syscache	_support/types/types_syscache	types_syscache	types_syscache
types-tableam	types_tableam	_support/types/types_tableam	types_tableam	types_tableam
types-tidbitmap	types_tidbitmap	_support/types/tidbitmap	tidbitmap	tidbitmap
types-tidrange	types_tidrange	_support/types/tidrange	tidrange	tidrange
types-timeout	types_timeout	_support/types/types_timeout	types_timeout	types_timeout
types-trigger	types_trigger	_support/types/types_trigger	types_trigger	types_trigger
types-tsearch	types_tsearch	_support/types/tsearch	tsearch	tsearch
types-tuple	types_tuple	_support/types/types_tuple	types_tuple	types_tuple
types-typcache	types_typcache	_support/types/types_typcache	types_typcache	types_typcache
types-uuid	types_uuid	_support/types/types_uuid	types_uuid	types_uuid
types-vacuum	types_vacuum	_support/types/types_vacuum	types_vacuum	types_vacuum
types-wal	types_wal	_support/types/wal	wal	wal
types-walreceiver	types_walreceiver	_support/types/types_walreceiver	types_walreceiver	types_walreceiver
types-walsummarizer	types_walsummarizer	_support/types/types_walsummarizer	types_walsummarizer	types_walsummarizer
types-wchar	types_wchar	_support/types/types_wchar	types_wchar	types_wchar
types-xlog-records	types_xlog_records	_support/types/xlog_records	xlog_records	xlog_records
types-xml	types_xml	_support/types/types_xml	types_xml	types_xml
